prob_1,prob_2,prob_3,prob_4,prob_5,test_configuration,model,true_mos,predicted_mos,mse
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
0.0,0.761118870243434,0.18825649786185164,0.03958391871294973,0.011040713181764902,"(30, 2.5, 8, 1)",RandomForestClassifier,1.0,2.3005464748330464,1.6914211332006632
